"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 04/27/2017. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Query Result Counts:,,,,,,,,,,,,,,,,,,,,,,,,
"Your query returned a total of 2,232 Crashes containing 2,264 Units and 2,319 Persons",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Query Filters:,,,,,,,,,,,,,,,,,,,,,,,,
Crash Year Is In 2010 or 2011 or 2012 or 2013 or 2014 or 2015 or 2016 or 2017,,,,,,,,,,,,,,,,,,,,,,,,
City Is Equal To Austin,,,,,,,,,,,,,,,,,,,,,,,,
Unit Description Is Equal To Pedalcyclist,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Crash ID,Average Daily Traffic Amount,Average Daily Traffic Year,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Year,Day of Week,Intersecting Street Name,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Medical Advisory Flag,Object Struck,Road Base Type,Speed Limit,Street Name,Surface Condition,Weather Condition
12079757,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1704,2011,Wednesday,UNKNOWN,Intersection Related,30.307014770,Daylight,-97.709632470,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,30,BARBARA JORDAN BLVD,Dry,Clear
12152965,No Data,No Data,0,0,0,1,1,Possible Injury,1520,2011,Wednesday,E RIVERSIDE DR,Intersection,30.231594790,Daylight,-97.717532470,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,30,CROSSING PL,Dry,Cloudy
12079295,33647,2014,0,0,0,1,0,Not Injured,1945,2011,Thursday,N/A,Driveway Access,30.263989480,Daylight,-97.757332110,One Motor Vehicle - Turning Right,No,Not Applicable,Flex Base (Granular),40,SL0343,Wet,Cloudy
12079314,No Data,No Data,0,0,0,1,1,Possible Injury,1521,2011,Thursday,BRENTWOOD ST,Intersection Related,30.337364760,Daylight,-97.728422460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,WOODROW AVE,Dry,Unknown
12079706,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,2114,2011,Thursday,PARK PL,Intersection,30.289224770,"Dark, Lighted",-97.732752460,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,E DEAN KEETON ST,Dry,Clear
12079668,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,56,2011,Friday,BARTON SPRINGS RD,Intersection Related,30.259294820,"Dark, Lighted",-97.746061760,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,CONGRESS AVE S,Dry,Clear
12079535,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1559,2011,Saturday,UNKNOWN,Intersection,30.237184050,Daylight,-97.754913100,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,CONGRESS AVE S,Dry,Clear
12079177,No Data,No Data,0,0,0,2,0,Not Injured,237,2011,Sunday,COLORADO ST,Intersection Related,30.266536790,"Dark, Lighted",-97.744792100,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,W 4TH ST,Dry,Cloudy
12079473,33647,2014,0,1,0,1,0,Incapacitating Injury,1623,2011,Sunday,W RIVERSIDE DR,Intersection Related,30.264484560,Daylight,-97.757118930,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),40,SL0343,Dry,Clear
12079501,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,805,2011,Monday,N/A,Driveway Access,30.255979040,Daylight,-97.747314550,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,CONGRESS AVE S,Dry,Clear
12079386,No Data,No Data,0,1,0,1,0,Incapacitating Injury,1623,2011,Tuesday,NORTHLOOP BLVD W,Intersection,30.321094770,Daylight,-97.729382460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,45,N LAMAR BLVD,Dry,Clear
12079407,56417,2014,0,0,0,1,0,Not Injured,630,2011,Wednesday,N/A,Non Intersection,30.208745360,Dawn,-97.650295090,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),0,SH0071,Dry,Clear
12153013,No Data,No Data,0,0,0,1,1,Possible Injury,1548,2011,Wednesday,N/A,Non Intersection,30.275646970,Daylight,-97.746179940,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,NUECES ST,Dry,Clear
12108202,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1314,2011,Thursday,NELLIE ST,Intersection,30.252284780,Daylight,-97.748692460,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,CONGRESS AVE S,Dry,Clear
12214096,No Data,No Data,0,1,0,1,0,Incapacitating Injury,1442,2011,Friday,LINDSHIRE LN,Intersection Related,30.178134800,Daylight,-97.838792440,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,45,W SLAUGHTER LN,Dry,Clear
12109177,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1351,2011,Monday,N/A,Driveway Access,30.282607210,Daylight,-97.776384070,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,LAKE AUSTIN BLVD,Dry,Cloudy
12108487,35475,2014,0,0,1,3,0,Non-Incapacitating Injury,2140,2011,Tuesday,N/A,Driveway Access,30.485227210,"Dark, Not Lighted",-97.769980440,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),60,FM0734,Dry,Clear
12108523,No Data,No Data,0,0,0,0,1,Possible Injury,1115,2011,Wednesday,WALLER ST,Intersection,30.262574780,Daylight,-97.731332470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,E 4TH ST,Dry,Clear
12109229,No Data,No Data,0,1,0,1,0,Incapacitating Injury,2046,2011,Wednesday,E MARTIN LUTHER KING JR BLVD,Intersection Related,30.282036680,Daylight,-97.706990800,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,SANCHEZ ST,Dry,Clear
12108725,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1244,2011,Friday,UNKNOWN,Intersection Related,30.227314790,Daylight,-97.773362460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,JAMES CASEY ST,Dry,Clear
12108749,105589,2014,0,0,1,0,0,Non-Incapacitating Injury,1935,2011,Saturday,SL0343,Intersection,30.231643660,Daylight,-97.791689060,One Motor Vehicle - Going Straight,No,Not Applicable,Concrete,35,US0290,Dry,Clear
12148645,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1215,2011,Saturday,N/A,Driveway Access,30.235012070,Daylight,-97.721968410,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,S PLEASANT VALLEY RD,Dry,Clear
12108391,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,1844,2011,Sunday,N/A,Non Intersection,30.327580280,Daylight,-97.739737140,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,BURNET RD,Dry,Cloudy
12154840,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1534,2011,Sunday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,45,W SLAUGHTER LN,Dry,Clear
12147792,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,1220,2011,Monday,ESCARPMENT BLVD,Intersection Related,30.229974790,Daylight,-97.864662430,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,W WILLIAM CANNON DR,Dry,Cloudy
12108235,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1252,2011,Wednesday,N/A,Driveway Access,30.192600200,Daylight,-97.777257280,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,E WILLIAM CANNON DR,Dry,Clear
12108599,103160,2014,0,0,1,1,0,Non-Incapacitating Injury,1429,2011,Thursday,N/A,Driveway Access,30.340973790,Daylight,-97.702121830,One Motor Vehicle - Turning Right,No,Not Applicable,Flex Base (Granular),45,US0183,Dry,Clear
12109249,No Data,No Data,0,1,0,0,0,Incapacitating Injury,1038,2011,Thursday,N/A,Driveway Access,30.234937330,Daylight,-97.756807220,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,40,CONGRESS AVE S,Dry,Cloudy
12148638,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1903,2011,Friday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,W SLAUGHTER LN,Dry,Clear
12148685,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,900,2011,Saturday,N/A,Non Intersection,30.251193020,Daylight,-97.749093120,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,30,CONGRESS AVE S,Dry,Clear
12147789,No Data,No Data,0,0,0,2,1,Possible Injury,1840,2011,Monday,EBERHART LN,Intersection Related,30.197054790,Daylight,-97.777152460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,45,S CONGRESS AVE,Dry,Clear
12147692,34390,2014,0,0,1,1,0,Non-Incapacitating Injury,2355,2011,Thursday,N/A,Driveway Access,30.374583650,"Dark, Lighted",-97.726080070,One Motor Vehicle - Turning Left,No,Not Applicable,Flex Base (Granular),0,FM1325,Dry,Clear
12147965,No Data,No Data,0,0,0,2,0,Not Injured,1745,2011,Friday,N/A,Driveway Access,30.243297710,Daylight,-97.719399500,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,S LAKESHORE BLVD,Dry,Clear
12148113,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,123,2011,Sunday,E 30TH ST,Intersection,30.293154770,"Dark, Not Lighted",-97.736012460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,SPEEDWAY,Dry,Clear
12148314,15613,2014,0,0,1,1,0,Non-Incapacitating Injury,1806,2011,Tuesday,RM0620,Intersection,30.186924060,Daylight,-97.913260810,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),65,SH0045,Dry,Clear
12148381,No Data,No Data,0,0,0,0,2,Possible Injury,1621,2011,Tuesday,LEE BARTON DR,Intersection,30.260694780,Daylight,-97.757852460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,BARTON SPRINGS RD,Dry,Clear
12163734,No Data,No Data,0,0,0,1,1,Possible Injury,1350,2011,Tuesday,UNKNOWN,Intersection Related,30.429205780,Daylight,-97.782254130,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,45,SPICEWOOD SPRINGS RD,Dry,Clear
12163738,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,910,2011,Tuesday,UNKNOWN,Intersection,30.310003770,Daylight,-97.740035720,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,40,N LAMAR BLVD,Dry,Cloudy
12148111,No Data,No Data,0,0,0,2,0,Not Injured,1626,2011,Wednesday,NORTHWESTERN AVE,Intersection,30.263214780,Daylight,-97.713362460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,WEBBERVILLE RD,Dry,Clear
12228469,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1257,2011,Thursday,E 38TH ST,Intersection,30.297204770,Daylight,-97.726742470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,GREENWAY ST,Dry,Clear
12148003,No Data,No Data,0,0,0,1,1,Possible Injury,1510,2011,Friday,COMAL ST,Intersection,30.261184780,Daylight,-97.727392470,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,E 4TH ST,Dry,Clear
12148057,No Data,No Data,0,0,0,0,1,Possible Injury,1558,2011,Saturday,HARMON AVE,Intersection,30.304684770,Daylight,-97.715582470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,E 46TH ST,Dry,Clear
12213232,No Data,No Data,1,0,1,0,0,Killed,1515,2011,Saturday,UNKNOWN,Intersection Related,30.334514770,Daylight,-97.733432460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,ARROYO SECO,Dry,Clear
12148053,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1425,2011,Sunday,NORTHLOOP BLVD W,Intersection,30.321094770,Daylight,-97.729382460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,40,N LAMAR BLVD,Dry,Clear
12164817,No Data,No Data,0,1,0,1,0,Incapacitating Injury,1503,2011,Monday,W DEAN KEETON ST,Intersection Related,30.289784770,Daylight,-97.741402460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,GUADALUPE ST,Dry,Clear
12148181,No Data,No Data,0,0,0,5,0,Not Injured,2130,2011,Tuesday,RED RIVER ST,Intersection,30.271144780,"Dark, Lighted",-97.735452460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,E 11TH ST,Dry,Clear
12214161,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1310,2011,Tuesday,N/A,Driveway Access,30.258434540,Daylight,-97.750211160,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,BARTON SPRINGS RD,Dry,Clear
12148072,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,803,2011,Wednesday,N/A,Driveway Access,No Data,Daylight,No Data,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,30,N LAMAR BLVD,Dry,Clear
12163674,No Data,No Data,0,0,0,1,1,Possible Injury,720,2011,Thursday,SPEER LN,Intersection,30.203364790,Daylight,-97.792182450,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,EMERALD FOREST DR,Dry,Clear
12163823,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,830,2011,Thursday,TIN CUP DR,Intersection,30.442204750,Daylight,-97.804292440,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,30,SPICEWOOD PKWY,Dry,Clear
12164577,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1010,2011,Thursday,UNKNOWN,Intersection Related,30.304441340,Daylight,-97.743556360,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,N LAMAR BLVD,Dry,Clear
12163872,No Data,No Data,0,0,0,2,1,Possible Injury,1828,2011,Tuesday,N LAMAR BLVD,Intersection,30.339394760,Daylight,-97.717832470,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,W ST JOHNS AVE,Dry,Clear
12163876,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1753,2011,Tuesday,ANDERSON MILL RD,Intersection Related,30.446844750,Daylight,-97.811932430,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,PECAN CREEK PKWY,Dry,Clear
12163847,No Data,No Data,0,0,0,1,1,Possible Injury,748,2011,Wednesday,COMAL ST,Intersection Related,30.273124780,Daylight,-97.723812470,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,E 12TH ST,Dry,Clear
12214155,No Data,No Data,0,0,0,1,1,Possible Injury,829,2011,Wednesday,UNKNOWN,Intersection Related,30.450388570,Daylight,-97.785214090,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,40,POND SPRINGS RD,Dry,Clear
12863306,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,2030,2011,Wednesday,UNKNOWN,Intersection Related,30.310494770,"Dark, Lighted",-97.711932470,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,E 51ST ST,Dry,Clear
12163986,No Data,No Data,0,1,0,1,0,Incapacitating Injury,1917,2011,Friday,CENTENNIAL TRL,Intersection Related,30.450106770,Daylight,-97.818960280,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,ANDERSON MILL RD,Dry,Clear
12195532,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,2030,2011,Monday,N/A,Driveway Access,30.410002700,Unknown,-97.716490410,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,DUVAL RD,Dry,Clear
12226766,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1217,2011,Monday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,S FIRST ST,Dry,Clear
12195439,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1614,2011,Tuesday,CHICON ST,Intersection Related,30.257104780,Daylight,-97.724612470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,E CESAR CHAVEZ ST,Dry,Clear
12189507,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,105,2011,Thursday,N/A,Non Intersection,30.273958320,"Dark, Lighted",-97.743256760,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,LAVACA ST,Dry,Clear
12195643,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1928,2011,Thursday,BURTON DR,Intersection,30.240164780,Daylight,-97.727072470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,E RIVERSIDE DR,Dry,Clear
12228420,136130,2014,0,0,0,3,1,Possible Injury,1318,2011,Friday,N/A,Driveway Access,30.433830050,Daylight,-97.669739140,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),0,IH0035,Dry,Clear
12195628,No Data,No Data,0,0,0,7,0,Not Injured,226,2011,Sunday,N/A,Non Intersection,30.266184780,"Dark, Unknown Lighting",-97.743502460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,W 4TH ST,Dry,Clear
12195696,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,245,2011,Sunday,E MARTIN LUTHER KING JR BLVD,Intersection Related,30.278946590,"Dark, Lighted",-97.732175200,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,RED RIVER ST,Dry,Clear
12195828,No Data,No Data,0,0,0,1,1,Possible Injury,1755,2011,Tuesday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,HART LN,Wet,Clear
12195758,162940,2014,0,0,0,1,1,Possible Injury,1038,2011,Wednesday,E OLTORF ST,Intersection Related,30.233620830,Daylight,-97.741258170,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),0,IH0035,Dry,Clear
12195760,34215,2014,0,0,1,1,0,Non-Incapacitating Injury,1853,2011,Wednesday,N/A,Driveway Access,30.247433500,Daylight,-97.774146770,One Motor Vehicle - Turning Right,No,Not Applicable,Flex Base (Granular),35,SL0343,Dry,Clear
12207897,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1853,2011,Wednesday,GUADALUPE ST,Intersection,30.265274780,Daylight,-97.747682460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,W 2ND ST,Dry,Clear
12195780,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,1343,2011,Thursday,CRAWFORD AVE,Intersection,30.307204770,Daylight,-97.749422460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,W 35TH STREET CUTOFF,Dry,Clear
12196128,No Data,No Data,0,0,0,1,0,Not Injured,1827,2011,Friday,W 2ND ST,Intersection,30.264294780,Daylight,-97.744202460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,CONGRESS AVE,Dry,Clear
12196058,24711,2014,0,0,0,2,1,Possible Injury,1542,2011,Saturday,N/A,Driveway Access,30.175169640,Daylight,-97.823117590,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),40,FM2304,Dry,Clear
12196031,No Data,No Data,0,0,0,1,1,Possible Injury,1807,2011,Tuesday,3RD ST S,Intersection,30.247394780,Daylight,-97.759202460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,25,MARY ST W,Dry,Clear
12195978,113017,2014,0,0,0,1,1,Possible Injury,1300,2011,Wednesday,IH0035,Intersection,30.226593120,Daylight,-97.769405060,One Motor Vehicle - Turning Right,No,Not Applicable,Concrete,0,US0290,Dry,Clear
12289695,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,1927,2011,Friday,CHICON ST,Intersection Related,30.273791870,Daylight,-97.719658320,One Motor Vehicle - Other,No,Not Applicable,No Data,0,E 12TH ST,Dry,Clear
12207863,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,2230,2011,Saturday,N/A,Driveway Access,30.294817980,"Dark, Lighted",-97.738543500,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,W 30TH ST,Dry,Clear
12208093,35475,2014,0,0,0,1,1,Possible Injury,1022,2011,Sunday,N/A,Driveway Access,30.486160750,Daylight,-97.770602890,One Motor Vehicle - Turning Right,No,Not Applicable,Flex Base (Granular),60,FM0734,Dry,Clear
12208033,No Data,No Data,0,0,2,0,0,Non-Incapacitating Injury,1314,2011,Monday,N/A,Driveway Access,30.275954170,Daylight,-97.747249900,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,RIO GRANDE ST,Dry,Clear
12208022,33647,2014,0,0,1,1,0,Non-Incapacitating Injury,1200,2011,Wednesday,N/A,Driveway Access,30.254825250,Daylight,-97.762253570,One Motor Vehicle - Turning Left,No,Not Applicable,Flex Base (Granular),40,SL0343,Dry,Clear
12614359,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,1928,2011,Wednesday,N/A,Non Intersection,30.269528610,Dusk,-97.780362890,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,ROLLINGWOOD DR,Dry,Clear
12340681,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,752,2011,Thursday,N/A,Driveway Access,30.232233150,Daylight,-97.729381240,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,WILLOW CREEK DR,Dry,Clear
12207879,No Data,No Data,0,0,0,1,1,Possible Injury,1511,2011,Friday,NECHES ST,Intersection Related,30.264930460,Daylight,-97.738977400,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,E 4TH ST,Dry,Clear
12261049,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1124,2011,Friday,DUVAL RD,Intersection Related,30.411784750,Daylight,-97.723422460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,ASPENDALE DR,Dry,Clear
12204645,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1900,2011,Saturday,BRODIE LN,Intersection Related,30.219784790,Daylight,-97.826602440,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,OAKDALE DR,Dry,Clear
12265669,37593,2014,0,0,0,1,1,Possible Injury,1419,2011,Sunday,US0290,Intersection,30.331011520,Daylight,-97.682770790,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),45,US0183,Dry,Clear
12803641,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,1219,2011,Tuesday,S 1ST ST,Intersection Related,30.250014780,Daylight,-97.754942460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,ELIZABETH ST W,Dry,Clear
12265768,No Data,No Data,0,0,0,2,1,Possible Injury,2035,2011,Thursday,N/A,Non Intersection,30.256580660,"Dark, Lighted",-97.723061070,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,E CESAR CHAVEZ ST,Dry,Clear
12227725,No Data,No Data,0,1,0,1,0,Incapacitating Injury,1929,2011,Tuesday,RESEARCH PARK LOOP,Intersection Related,30.429122480,Daylight,-97.749557700,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,45,RIATA TRACE PKWY,Dry,Clear
12227530,No Data,No Data,0,0,1,3,1,Non-Incapacitating Injury,134,2011,Saturday,E 4TH ST,Intersection,30.265504780,"Dark, Lighted",-97.741082460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,SAN JACINTO BLVD,Dry,Clear
12260984,No Data,No Data,0,0,0,1,1,Possible Injury,2122,2011,Saturday,ROGGE LN,Intersection,30.307834770,"Dark, Not Lighted",-97.690012470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,WESTMINSTER DR,Dry,Clear
12246551,No Data,No Data,0,0,0,1,1,Possible Injury,2049,2011,Monday,N/A,Non Intersection,30.363139650,"Dark, Lighted",-97.697233800,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,W RUNDBERG LN,Dry,Clear
12265741,38439,2014,0,0,1,2,0,Non-Incapacitating Injury,1417,2011,Monday,LEGENDARY DR,Intersection Related,30.437279530,Daylight,-97.735875390,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),0,FM0734,Dry,Clear
12289301,39107,2014,0,0,1,2,0,Non-Incapacitating Injury,752,2011,Tuesday,SH0045,Intersection Related,30.200727100,Daylight,-97.866157550,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),45,SL0001,Dry,Clear
12377081,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,821,2011,Tuesday,N/A,Driveway Access,30.214545890,Daylight,-97.798977480,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,20,MANCHACA RD,Dry,Clear
12614453,No Data,No Data,0,0,0,0,1,Possible Injury,1237,2011,Tuesday,UNKNOWN,Intersection Related,30.315815810,Daylight,-97.701415480,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,CAMERON RD,Dry,Clear
12246584,No Data,No Data,0,0,0,1,1,Possible Injury,738,2011,Wednesday,CESAR CHAVEZ ST E,Intersection,30.258514780,Daylight,-97.728652470,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,COMAL ST,Dry,Clear
12289685,33647,2014,0,0,1,0,0,Non-Incapacitating Injury,2056,2011,Wednesday,W RIVERSIDE DR,Intersection Related,30.264491540,"Dark, Lighted",-97.757115250,One Motor Vehicle - Turning Left,No,Not Applicable,Flex Base (Granular),35,SL0343,Dry,Clear
12298483,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1722,2011,Wednesday,TOWN CREEK DR,Intersection,30.244794780,Daylight,-97.725472470,One Motor Vehicle - Turning Left,Yes,Not Applicable,No Data,35,S LAKESHORE BLVD,Dry,Clear
12246385,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1542,2011,Saturday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,SH0071,Dry,Clear
12246424,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1330,2011,Saturday,N/A,Driveway Access,30.415694750,Daylight,-97.748352450,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,JOLLYVILLE RD,Dry,Clear
12245170,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,2349,2011,Sunday,N/A,Driveway Access,30.224297730,"Dark, Lighted",-97.764905400,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,55,W BEN WHITE BLVD,Dry,Clear
12246511,No Data,No Data,0,0,0,2,0,Not Injured,1250,2011,Monday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,S 1ST ST,Dry,Clear
12246285,No Data,No Data,0,1,0,0,0,Incapacitating Injury,2330,2011,Wednesday,N/A,Non Intersection,30.391905830,"Dark, Not Lighted",-97.721572520,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,BURNET RD,Dry,Clear
12326495,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,216,2011,Friday,W 2ND ST,Intersection,30.264294780,"Dark, Lighted",-97.744202460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,CONGRESS AVE,Dry,Clear
12259794,No Data,No Data,0,1,0,0,0,Incapacitating Injury,2101,2011,Saturday,BURLESON RD,Intersection Related,30.231464790,"Dark, Lighted",-97.735732470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,40,E OLTORF ST,Dry,Clear
